ID,Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
409,Oreoscoptes montanus,,Sage Thrasher,,B-SATH,ABPBK04010,G4,2016-4-9 0:00:00,S1B,2015-3-5 0:00:00,1998-6-30 0:00:00,E (Nov 2010),,Red,Y (May 2004),,,,,Y,1-E (Jun 2003),,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Mimidae,DCS;DKA;DOS,3;8,TNRD;OSRD,,BG;CDF;CWH;ICH;IDF;PP,Sagebrush Steppe,Native,Regularly occurring,Y,,N,Y,
410,Toxostoma curvirostre,,Curve-billed Thrasher,,B-CBTH,ABPBK06070,G5,1996-12-3 0:00:00,SNA,2017-7-19 0:00:00,2017-7-19 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Mimidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
411,Toxostoma rufum,,Brown Thrasher,,B-BRTH,ABPBK06010,G5,2016-4-10 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Mimidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
412,Sturnus vulgaris,,European Starling,,B-EUST,ABPBT01010,G5,2016-4-10 0:00:00,SNA,2015-3-5 0:00:00,,,,Exotic,,,,,,,,,7 - Exotic (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Sturnidae,,,,,,,Exotic,Regularly occurring,N,,N,N,
413,Catharus fuscescens,,Veery,,B-VEER,ABPBJ18080,G5,2016-4-7 0:00:00,S5B,2015-3-5 0:00:00,2015-4-21 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,DAB;DCC;DCH;DCO;DCS;DHW;DKA;DKL;DKM;DMH;DND;DOS;DPC;DPG;DQU;DRM;DSQ;DSS_B,2;3;4;5;6;7;8;9,EKRD;MVRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;CCRD;SQCRD;KBRD;BNRD;FFRD;PRRD;OSRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS,Swamp;Riparian Forest;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Pond/Open Water,Native,Regularly occurring,Y,,N,N,
414,Catharus guttatus,,Hermit Thrush,,B-HETH,ABPBJ18110,G5,2016-4-7 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,,,,,,,Native,Regularly occurring,Y,,N,N,
415,Catharus minimus,,Gray-cheeked Thrush,,B-GCTH,ABPBJ18090,G5,2016-4-7 0:00:00,S4S5B,2015-3-5 0:00:00,2001-9-24 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,,,,,,,Native,Regularly occurring,Y,,N,N,
416,Catharus ustulatus,,Swainson's Thrush,,B-SWTH,ABPBJ18100,G5,2016-4-7 0:00:00,S5B,2015-3-5 0:00:00,2015-4-21 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQC;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS;SWB,Riparian Forest;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban,Native,Regularly occurring,Y,,N,N,
417,Hylocichla mustelina,,Wood Thrush,,B-WOTH,ABPBJ19010,G4,2016-4-8 0:00:00,SNA,2015-11-2 0:00:00,2015-11-2 0:00:00,T (Nov 2012),,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
418,Ixoreus naevius,,Varied Thrush,,B-VATH,ABPBJ22010,G5,2016-4-8 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,,,,,,,Native,Regularly occurring,Y,,N,N,
419,Monticola solitarius,,Blue Rock-thrush,,B-BRTR,ABPBJ29010,G5,2001-3-13 0:00:00,SNA,2015-3-5 0:00:00,2001-3-13 0:00:00,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
420,Myadestes townsendi,,Townsend's Solitaire,,B-TOSO,ABPBJ16010,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,,,,,,Rock/Sparsely Vegetated Rock;Tundra;Shrub - Natural;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Shrub - Logged,Native,Regularly occurring,Y,,N,N,
421,Sialia currucoides,,Mountain Bluebird,,B-MOBL,ABPBJ15030,G5,2016-4-9 0:00:00,S4S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,,,,,,,Native,Regularly occurring,Y,,N,N,
422,Sialia mexicana,,Western Bluebird,,B-WEBL,ABPBJ15020,G5,2016-4-9 0:00:00,S4B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,DAB;DCC;DCS;DHW;DKA;DKL;DOS;DQU;DRM,3;4;5;7;8,EKRD;CKRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;OSRD,,BG;CDF;CWH;ICH;IDF;MS;PP;SBPS;SBS,Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry,Native,Regularly occurring,Y,,N,N,
423,Sialia sialis,,Eastern Bluebird,,B-EABL,ABPBJ15010,G5,2016-4-9 0:00:00,SNA,2018-7-24 0:00:00,2018-7-24 0:00:00,NAR (Apr 1996),,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
424,Turdus migratorius,,American Robin,,B-AMRO,ABPBJ20170,G5,2016-4-10 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,,,,,,,Native,Regularly occurring,Y,,N,N,
425,Turdus naumanni,,Dusky Thrush,,B-DUTH,ABPBJ20030,G4G5,1997-1-5 0:00:00,SNA,2015-3-5 0:00:00,2000-12-5 0:00:00,,,Accidental,,,,,,Y,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
426,Turdus pilaris,,Fieldfare,,B-FIEL,ABPBJ20040,G5,1997-1-5 0:00:00,SNA,2009-1-10 0:00:00,2005-6-6 0:00:00,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Turdidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
427,Ammospiza leconteii,Ammodramus leconteii,LeConte's Sparrow,,B-LCSP,ABPBXA0040,G5,2016-4-6 0:00:00,S4B,2015-3-5 0:00:00,2015-4-20 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Muscicapidae,DCO;DFN;DPC;DRM,4;9,EKRD;CSRD;PRRD;SKRD;NRRD,,BWBS;CDF;ICH;IDF;MS;SBS,Bog;Fen;Marsh;Cultivated Field;Meadow;Grassland;Pond/Open Water;Riparian Herbaceous,Native,Regularly occurring,Y,,N,N,
428,Centronyx bairdii,Ammodramus bairdii,Baird's Sparrow,,B-BASP,ABPBXA0010,G4,2016-4-6 0:00:00,SNA,2015-3-5 0:00:00,,SC (May 2012),,Accidental,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Muscicapidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
429,Oenanthe oenanthe,,Northern Wheatear,,B-NOWH,ABPBJ14010,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Muscicapidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
430,Tarsiger cyanurus,,Red-flanked Bluetail,,B-REBL,ABPBJ27010,G5,1997-1-5 0:00:00,SNA,2014-3-13 0:00:00,2014-3-13 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Muscicapidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
431,Cinclus mexicanus,,American Dipper,,B-AMDI,ABPBH01010,G5,2016-4-7 0:00:00,S4,2015-3-5 0:00:00,2015-4-21 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Cinclidae,,,,,,,Native,Regularly occurring,Y,,N,N,
432,Passer domesticus,,House Sparrow,,B-HOSP,ABPBZ01010,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,,,,Exotic,,,,,,,,,7 - Exotic (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passeridae,,,,,,,Exotic,Regularly occurring,N,,N,N,
433,Prunella montanella,,Siberian Accentor,,B-SIAC,ABPBL01010,G5,1997-1-5 0:00:00,SNA,2015-3-5 0:00:00,2000-12-5 0:00:00,,,Accidental,,,,,,Y,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Prunellidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
434,Anthus cervinus,,Red-throated Pipit,,B-RTPI,ABPBM02040,G5,1997-1-5 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Motacillidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
435,Anthus rubescens,Anthus spinoletta,American Pipit,,B-AMPI,ABPBM02050,G5,2016-4-6 0:00:00,S5B, SNRN,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Motacillidae,,,,,,,Native,Regularly occurring,Y,,N,N,
436,Anthus spragueii,,Sprague's Pipit,,B-SPPI,ABPBM02060,G3G4,2017-12-18 0:00:00,SNA,2015-3-5 0:00:00,1996-6-18 0:00:00,T (Apr 2010),,Accidental,,,,,,Y,1-T,Accidental in BC.,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Motacillidae,,,,,,Pasture/Old Field;Cultivated Field;Hedgerow;Sagebrush Steppe,Native,Accidental/Nonregular,N,,N,N,
437,Motacilla alba,Motacilla lugens,White Wagtail,Black-backed Wagtail,B-WHWA,ABPBM01030,G5,1997-1-5 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Motacillidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
438,Motacilla cinerea,,Gray Wagtail,,B-GRWA,ABPBM01020,G5,1997-1-5 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Motacillidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
439,Motacilla citreola,,Citrine Wagtail,,B-CIWA,ABPBM01050,G5,1996-5-1 0:00:00,SNA,2012-11-26 0:00:00,2012-11-26 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Motacillidae,,,,,,,Native,Accidental/Nonregular,N,,,N,
440,Motacilla tschutschensis,Motacilla flava,Eastern Yellow Wagtail,,B-EYWA,ABPBM01060,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,2 - May be at risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Motacillidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
441,Acanthis flammea,Carduelis flammea,Common Redpoll,,B-CORE,ABPBY06010,G5,2016-4-6 0:00:00,S4,2015-3-5 0:00:00,2010-1-5 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,,,,,,,Native,Regularly occurring,Y,,N,N,
442,Acanthis hornemanni,Carduelis hornemanni,Hoary Redpoll,,B-HORE,ABPBY06020,G5,2016-4-6 0:00:00,SUN,2015-3-5 0:00:00,2015-4-20 0:00:00,,,Unknown,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,,,,,,,Native,Regularly occurring,N,,N,N,
443,Coccothraustes vespertinus,,Evening Grosbeak,,B-EVGR,ABPBY09020,G5,2016-4-7 0:00:00,S5,2015-3-5 0:00:00,2010-12-22 0:00:00,SC (Nov 2016),,Yellow,,,,,,Y,1-SC (May 2019),,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS;SWB,Riparian Forest;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban,Native,Regularly occurring,Y,,N,N,
444,Fringilla montifringilla,,Brambling,,B-BRAM,ABPBY01020,G5,2016-4-7 0:00:00,SNRM,2015-3-5 0:00:00,2009-12-18 0:00:00,,,No Status,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,,,,,,,Native,Regularly occurring,N,,N,N,
445,Haemorhous cassinii,,Cassin's Finch,,B-CAFI,ABPBY04030,G5,2016-4-8 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,,,,,,,Native,Regularly occurring,Y,,N,N,
446,Haemorhous mexicanus,,House Finch,,B-HOFI,ABPBY04040,G5,2016-4-8 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,,,,,,,Native,Regularly occurring,Y,,N,N,
447,Haemorhous purpureus,,Purple Finch,,B-PUFI,ABPBY04020,G5,2016-4-8 0:00:00,S5B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DKA;DKL;DKM;DMH;DMK;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;CSRD;CBRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS,Bog;Fen;Swamp;Marsh;Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban;Shrub - Logged,Native,Regularly occurring,Y,,N,N,
448,Leucosticte tephrocotis,,Gray-crowned Rosy Finch,,B-GCRF,ABPBY02030,G5,2016-4-9 0:00:00,S5?B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,,,,,,,Native,Regularly occurring,Y,,N,N,
449,Loxia curvirostra,,Red Crossbill,,B-RECR,ABPBY05050,G5,2016-4-9 0:00:00,S5,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQC;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS;SWB,Riparian Forest;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,N,
450,Loxia leucoptera,,White-winged Crossbill,,B-WWCR,ABPBY05020,G5,2016-4-9 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,,,,,,,Native,Regularly occurring,Y,,N,N,
451,Pinicola enucleator,,Pine Grosbeak,,B-PIGR,ABPBY03010,G5,2016-4-9 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,DQC,6,SQCRD,,CWH;MH,,Native,Regularly occurring,Y,,N,N,
452,Pinicola enucleator carlottae,,Pine Grosbeak, carlottae subspecies,,B-PIGR-CA,ABPBY03013,G5T3,2016-4-9 0:00:00,S3,2005-11-29 0:00:00,1998-6-30 0:00:00,,,Blue,,,,,,,,,,,Vertebrate Animal,birds,Subspecies,Animalia,Craniata,Aves,Passeriformes,Fringillidae,DCR;DNI;DQC;DSI,1;6,STRD;MWRD;SQCRD,,CMA;CWH;MH,Bog;Fen;Swamp;Marsh;Riparian Forest;Riparian Shrub;Cliff;Rock/Sparsely Vegetated Rock;Talus;Shrub - Natural;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Krummholtz;Urban/Suburban,Native,Regularly occurring,Y,,P,W,No occurrences mapped.
453,Spinus pinus,Carduelis pinus,Pine Siskin,,B-PISI,ABPBY06030,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,,,,,,Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Shrub - Natural;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban;Shrub - Logged;Industrial,Native,Regularly occurring,Y,,N,N,
454,Spinus psaltria,Carduelis psaltria,Lesser Goldfinch,,B-LEGO,ABPBY06090,G5,1996-12-4 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
455,Spinus tristis,Carduelis tristis,American Goldfinch,,B-AMGO,ABPBY06110,G5,2016-4-9 0:00:00,S4,2015-3-5 0:00:00,2010-5-18 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Fringillidae,DAB;DCC;DCK;DCO;DCR;DCS;DKA;DKL;DMH;DNI;DOS;DRM;DSC;DSI;DSQ,1;2;3;4;5;8,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;KBRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS,Bog;Fen;Swamp;Marsh;Riparian Forest;Riparian Shrub;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Grassland;Shrub - Natural;Sagebrush Steppe;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Mixed Forest (deciduous/coniferous mix);Urban,Native,Regularly occurring,Y,,N,N,
456,Cardellina canadensis,Wilsonia canadensis,Canada Warbler,,B-CAWA,ABPBX16030,G5,2016-4-7 0:00:00,S3S4B,2015-3-5 0:00:00,1998-6-30 0:00:00,T (Mar 2008),,Blue,,,,,,Y,1-T (Feb 2010),,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,DFN;DPC,9,PRRD;NRRD,,BWBS;CDF;CWH,Riparian Forest;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Shrub - Logged,Native,Regularly occurring,Y,,N,Y,
457,Cardellina pusilla,Wilsonia pusilla,Wilson's Warbler,,B-WIWA,ABPBX16020,G5,2016-4-7 0:00:00,S5B,2015-3-5 0:00:00,2015-4-21 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQC;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BAFA;BG;BWBS;CDF;CMA;CWH;ESSF;ICH;IDF;IMA;MH;MS;PP;SBPS;SBS;SWB,Bog;Fen;Swamp;Marsh;Riparian Forest;Riparian Shrub;Avalanche Track;Meadow;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Krummholtz;Shrub - Logged;Alpine/Subal,Native,Regularly occurring,Y,,N,N,
458,Geothlypis philadelphia,Oporornis philadelphia,Mourning Warbler,,B-MOWA,ABPBX11030,G5,2016-4-7 0:00:00,S4B,2015-3-5 0:00:00,2011-1-4 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,DFN;DPC,9,PRRD;NRRD,,BWBS;CDF;CWH;IDF,Bog;Fen;Swamp;Marsh;Riparian Shrub;Lake;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Pond/Open Water;Shrub - Logged,Native,Regularly occurring,Y,,N,N,
459,Geothlypis tolmiei,Oporornis tolmiei,MacGillivray's Warbler,,B-MACW,ABPBX11040,G5,2016-4-7 0:00:00,S5B,2015-3-5 0:00:00,2015-4-22 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,Estuary;Bog;Fen;Swamp;Marsh;Riparian Forest;Riparian Shrub;Pasture/Old Field;Cultivated Field;Hedgerow;Avalanche Track;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Urban/Suburban,Native,Regularly occurring,Y,,N,N,
460,Geothlypis trichas,,Common Yellowthroat,,B-COYE,ABPBX12010,G5,2016-4-7 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Regularly occurring,Y,,N,N,
